x,y,z,g,g0
0.480263,0.0164474,0.351974,9.107902e-20,0
0.476974,0.0197368,0.351974,-7.799497e-20,0
0.496711,0.0164474,0.348684,1.014599e-20,0
0.490132,0.0230263,0.348684,-2.502296e-20,0
0.493421,0.0164474,0.351974,2.976223e-20,0
0.490132,0.0197368,0.351974,-2.80042e-20,0
0.509868,0.0164474,0.348684,2.772783e-21,0
0.503289,0.0230263,0.348684,5.349982e-21,0
0.506579,0.0164474,0.351974,5.756657e-21,0
0.503289,0.0197368,0.351974,3.960764e-21,0
0.523026,0.0164474,0.348684,3.585737e-21,0
0.516447,0.0230263,0.348684,2.590624e-20,0
0.519737,0.0164474,0.351974,-9.903105e-22,0
0.516447,0.0197368,0.351974,2.584985e-20,0
0.536184,0.0164474,0.348684,3.885694e-21,0
0.529605,0.0230263,0.348684,2.844751e-20,0
0.532895,0.0164474,0.351974,9.427706e-22,0
0.529605,0.0197368,0.351974,2.868145e-20,0
0.549342,0.0164474,0.348684,-9.884486e-21,0
0.542763,0.0230263,0.348684,-2.818964e-21,0
0.546053,0.0164474,0.351974,-1.762463e-21,0
0.542763,0.0197368,0.351974,1.216167e-20,0
0.5625,0.0164474,0.348684,-2.912013e-20,0
0.555921,0.0230263,0.348684,-3.108859e-20,0
0.559211,0.0164474,0.351974,-2.113603e-20,0
0.555921,0.0197368,0.351974,-1.365473e-20,0
0.575658,0.0164474,0.348684,-2.334508e-20,0
0.569079,0.0230263,0.348684,-3.739684e-20,0
0.572368,0.0164474,0.351974,-3.353922e-20,0
0.569079,0.0197368,0.351974,-3.36641e-20,0
0.588816,0.0164474,0.348684,1.876002e-20,0
0.582237,0.0230263,0.348684,-5.546176e-21,0
0.585526,0.0164474,0.351974,-8.276347e-21,0
0.582237,0.0197368,0.351974,-2.008855e-20,0
0.601974,0.0164474,0.348684,5.869353e-20,0
0.595395,0.0230263,0.348684,6.520129e-20,0
0.598684,0.0164474,0.351974,4.304475e-20,0
0.595395,0.0197368,0.351974,3.529032e-20,0
0.615132,0.0164474,0.348684,3.498061e-20,0
0.608553,0.0230263,0.348684,1.075413e-19,0
0.611842,0.0164474,0.351974,5.651883e-20,0
0.608553,0.0197368,0.351974,7.953959e-20,0
0.628289,0.0164474,0.348684,-4.515849e-20,0
0.621711,0.0230263,0.348684,-1.19329e-20,0
0.625,0.0164474,0.351974,-8.881769e-21,0
0.621711,0.0197368,0.351974,1.962826e-20,0
0.641447,0.0164474,0.348684,-1.103789e-19,0
0.634868,0.0230263,0.348684,-2.795034e-19,0
0.638158,0.0164474,0.351974,-8.158363e-20,0
0.634868,0.0197368,0.351974,-1.368504e-19,0
0.654605,0.0164474,0.348684,-2.141708e-19,0
0.648026,0.0230263,0.348684,-3.505344e-19,0
0.651316,0.0164474,0.351974,-1.081626e-19,0
0.648026,0.0197368,0.351974,-2.232269e-19,0
0.667763,0.0164474,0.348684,-5.167153e-19,0
0.661184,0.0230263,0.348684,5.785078e-20,0
0.664474,0.0164474,0.351974,-2.66486e-19,0
0.661184,0.0197368,0.351974,-1.719754e-19,0
0.680921,0.0164474,0.348684,-8.773895e-19,0
0.674342,0.0230263,0.348684,5.518185e-19,0
0.677632,0.0164474,0.351974,-7.101803e-19,0
0.674342,0.0197368,0.351974,-2.06824e-19,0
0.694079,0.0164474,0.348684,-1.026145e-18,0
0.6875,0.0230263,0.348684,5.647142e-19,0
0.690789,0.0164474,0.351974,-1.136066e-18,0
0.6875,0.0197368,0.351974,-3.847738e-19,0
0.707237,0.0164474,0.348684,-1.361473e-18,0
0.700658,0.0230263,0.348684,5.935857e-19,0
0.703947,0.0164474,0.351974,-1.477083e-18,0
0.700658,0.0197368,0.351974,-3.294331e-19,0
0.720395,0.0164474,0.348684,-2.674938e-18,0
0.713816,0.0230263,0.348684,1.201552e-18,0
0.717105,0.0164474,0.351974,-2.524959e-18,0
0.713816,0.0197368,0.351974,-2.03851e-19,0
